"","Gene","logFC","FDR","fdr","logfc","labels","sig"
"15595","MSI2",0.424127455,0.081710877,0.081710877,0.424127455,"MSI2","Not Sig"
"15596","PVALEF",1.830244978,0.08176327,0.08176327,1.830244978,"PVALEF","Not Sig"
"15597","CMAHP",-2.937509392,0.081799665,0.081799665,-2.937509392,"CMAHP","Not Sig"
"15598","LOC105375021_2",-2.323675603,0.081799665,0.081799665,-2.323675603,"LOC105375021_2","Not Sig"
"15599","ATXN1L",0.684916439,0.08195008,0.08195008,0.684916439,"ATXN1L","Not Sig"
"15600","TMEM14B",-0.340653512,0.081994829,0.081994829,-0.340653512,"TMEM14B","Not Sig"
"15601","MAB21L4",-2.823869492,0.081999951,0.081999951,-2.823869492,"MAB21L4","Not Sig"
"15602","FRG2C",-2.105857834,0.082013392,0.082013392,-2.105857834,"FRG2C","Not Sig"
"15603","LOC107984543",1.962690771,0.082013392,0.082013392,1.962690771,"LOC107984543","Not Sig"
"15604","LOC105369801",-2.761998507,0.082029979,0.082029979,-2.761998507,"LOC105369801","Not Sig"
"15605","PRPSAP1",-0.220767972,0.08206648,0.08206648,-0.220767972,"PRPSAP1","Not Sig"
"15606","MOSMO_1",1.643560791,0.08211743,0.08211743,1.643560791,"MOSMO_1","Not Sig"
"15607","LOC105373311",0.613088422,0.082131308,0.082131308,0.613088422,"LOC105373311","Not Sig"
"15608","LINC02006",-2.903767987,0.08217844,0.08217844,-2.903767987,"LINC02006","Not Sig"
"15609","B4GALT5",0.411985896,0.08219374,0.08219374,0.411985896,"B4GALT5","Not Sig"
"15610","KLHL14",0.966200305,0.082242062,0.082242062,0.966200305,"KLHL14","Not Sig"
"15611","FAM169A",-0.349200918,0.082364075,0.082364075,-0.349200918,"FAM169A","Not Sig"
"15612","TEX52",1.816042802,0.082474454,0.082474454,1.816042802,"TEX52","Not Sig"
"15613","LINC00887",-2.898992336,0.082482049,0.082482049,-2.898992336,"LINC00887","Not Sig"
"15614","LOC105376058",1.927591566,0.08250582,0.08250582,1.927591566,"LOC105376058","Not Sig"
"15615","C8orf34-AS1",-1.517697693,0.082557175,0.082557175,-1.517697693,"C8orf34-AS1","Not Sig"
"15616","EPB41",0.62851974,0.082583115,0.082583115,0.62851974,"EPB41","Not Sig"
"15617","IGFL3",-2.910163583,0.08263439,0.08263439,-2.910163583,"IGFL3","Not Sig"
"15618","STK24-AS1",-1.067084559,0.082689018,0.082689018,-1.067084559,"STK24-AS1","Not Sig"
"15619","PIK3C2G",-2.511707491,0.082692647,0.082692647,-2.511707491,"PIK3C2G","Not Sig"
"15620","ALG5",-0.480717575,0.082773055,0.082773055,-0.480717575,"ALG5","Not Sig"
"15621","LOC105369333",-2.719273896,0.082846994,0.082846994,-2.719273896,"LOC105369333","Not Sig"
"15622","LOC105374646",-2.719273478,0.082846994,0.082846994,-2.719273478,"LOC105374646","Not Sig"
"15623","TNFSF14",-2.816801675,0.082873501,0.082873501,-2.816801675,"TNFSF14","Not Sig"
"15624","CLOCK",-0.547470248,0.082976729,0.082976729,-0.547470248,"CLOCK","Not Sig"
"15625","SNORA74D",-2.850162006,0.082979798,0.082979798,-2.850162006,"SNORA74D","Not Sig"
"15626","BBX",-0.702672593,0.083008107,0.083008107,-0.702672593,"BBX","Not Sig"
"15627","LOC105376257",-2.915510967,0.083042317,0.083042317,-2.915510967,"LOC105376257","Not Sig"
"15628","LOC102606465",0.549060868,0.083046922,0.083046922,0.549060868,"LOC102606465","Not Sig"
"15629","CEACAM8",-2.90729274,0.08305258,0.08305258,-2.90729274,"CEACAM8","Not Sig"
"15630","SMG6",0.327997431,0.083075435,0.083075435,0.327997431,"SMG6","Not Sig"
"15631","CEP170",1.982752303,0.083078901,0.083078901,1.982752303,"CEP170","Not Sig"
"15632","PAF1",0.449574108,0.083112273,0.083112273,0.449574108,"PAF1","Not Sig"
"15633","LOC105378122",-2.716695958,0.08313859,0.08313859,-2.716695958,"LOC105378122","Not Sig"
"15634","CLEC19A",-2.418939845,0.083223286,0.083223286,-2.418939845,"CLEC19A","Not Sig"
"15635","ZNF45-AS1",0.592268977,0.083236768,0.083236768,0.592268977,"ZNF45-AS1","Not Sig"
"15636","ATRIP",0.880191093,0.083300113,0.083300113,0.880191093,"ATRIP","Not Sig"
"15637","LOC102724019",0.938231276,0.083300113,0.083300113,0.938231276,"LOC102724019","Not Sig"
"15638","POLR2K",0.513468018,0.083402133,0.083402133,0.513468018,"POLR2K","Not Sig"
"15639","LOC107985467",-1.962945571,0.083430151,0.083430151,-1.962945571,"LOC107985467","Not Sig"
"15640","WWP2",-0.267271836,0.083565959,0.083565959,-0.267271836,"WWP2","Not Sig"
"15641","LOX",-0.650341409,0.083579236,0.083579236,-0.650341409,"LOX","Not Sig"
"15642","ZNF775",-0.201269484,0.083579236,0.083579236,-0.201269484,"ZNF775","Not Sig"
"15643","LOC105378937",1.779240364,0.083690576,0.083690576,1.779240364,"LOC105378937","Not Sig"
"15644","LOC105375879",2.331096011,0.083781263,0.083781263,2.331096011,"LOC105375879","Not Sig"
"15645","PDCD5",-0.469370024,0.083807393,0.083807393,-0.469370024,"PDCD5","Not Sig"
"15646","LOC105378179",-1.229955117,0.084012403,0.084012403,-1.229955117,"LOC105378179","Not Sig"
"15647","TBP",-0.274099838,0.084113697,0.084113697,-0.274099838,"TBP","Not Sig"
"15648","PLEC",0.320454229,0.084113697,0.084113697,0.320454229,"PLEC","Not Sig"
"15649","TTLL8",-2.812054672,0.084156946,0.084156946,-2.812054672,"TTLL8","Not Sig"
"15650","FTO-IT1",-1.279041476,0.084184448,0.084184448,-1.279041476,"FTO-IT1","Not Sig"
"15651","MUC5B",-2.747338479,0.084214717,0.084214717,-2.747338479,"MUC5B","Not Sig"
"15652","MIB1",-0.469594708,0.084248158,0.084248158,-0.469594708,"MIB1","Not Sig"
"15653","SPATA21",-2.556746228,0.084355938,0.084355938,-2.556746228,"SPATA21","Not Sig"
"15654","PRG2",-2.365166349,0.084399177,0.084399177,-2.365166349,"PRG2","Not Sig"
"15655","LOC105375925",1.895825203,0.084485264,0.084485264,1.895825203,"LOC105375925","Not Sig"
"15656","SRGAP2-AS1",-2.642266723,0.084589625,0.084589625,-2.642266723,"SRGAP2-AS1","Not Sig"
"15657","LOC102723701",1.919209363,0.084603855,0.084603855,1.919209363,"LOC102723701","Not Sig"
"15658","MROCKI",2.003326258,0.084642719,0.084642719,2.003326258,"MROCKI","Not Sig"
"15659","LOC105372246",-2.889746127,0.084723358,0.084723358,-2.889746127,"LOC105372246","Not Sig"
"15660","FER1L6",2.432447618,0.084731062,0.084731062,2.432447618,"FER1L6","Not Sig"
"15661","LINC02680",1.300381257,0.084790434,0.084790434,1.300381257,"LINC02680","Not Sig"
"15662","LOC100129878",-2.887717955,0.084890725,0.084890725,-2.887717955,"LOC100129878","Not Sig"
"15663","ACSM5",-2.775421456,0.084946566,0.084946566,-2.775421456,"ACSM5","Not Sig"
"15664","OR52W1",2.07794462,0.084996992,0.084996992,2.07794462,"OR52W1","Not Sig"
"15665","ZNF622",0.436849857,0.085015773,0.085015773,0.436849857,"ZNF622","Not Sig"
"15666","LOC105378748",2.298463691,0.085015773,0.085015773,2.298463691,"LOC105378748","Not Sig"
"15667","LINC00515",1.339544079,0.085089915,0.085089915,1.339544079,"LINC00515","Not Sig"
"15668","LOC105377945",-1.080963853,0.08509441,0.08509441,-1.080963853,"LOC105377945","Not Sig"
"15669","LOC105371816",-2.889575956,0.085120167,0.085120167,-2.889575956,"LOC105371816","Not Sig"
"15670","KRTAP5-7",2.002499339,0.085167408,0.085167408,2.002499339,"KRTAP5-7","Not Sig"
"15671","LOC101927506",1.626219414,0.085168041,0.085168041,1.626219414,"LOC101927506","Not Sig"
"15672","CEP72",-0.334725971,0.08517026,0.08517026,-0.334725971,"CEP72","Not Sig"
"15673","COL11A2_4",2.55722804,0.085335492,0.085335492,2.55722804,"COL11A2_4","Not Sig"
"15674","KCTD13-DT",0.617583627,0.085375474,0.085375474,0.617583627,"KCTD13-DT","Not Sig"
"15675","USP37",-0.510200946,0.085384588,0.085384588,-0.510200946,"USP37","Not Sig"
"15676","OR7D2",2.090734733,0.085391167,0.085391167,2.090734733,"OR7D2","Not Sig"
"15677","FDX2",0.532588506,0.085420061,0.085420061,0.532588506,"FDX2","Not Sig"
"15678","C16orf82",-2.054048861,0.08543391,0.08543391,-2.054048861,"C16orf82","Not Sig"
"15679","LOC105372027",-2.801889886,0.085550496,0.085550496,-2.801889886,"LOC105372027","Not Sig"
"15680","LOC101928530",-1.997069079,0.085578259,0.085578259,-1.997069079,"LOC101928530","Not Sig"
"15681","ZNF354B",0.342540682,0.08560397,0.08560397,0.342540682,"ZNF354B","Not Sig"
"15682","GCNT7",-1.757066268,0.085617529,0.085617529,-1.757066268,"GCNT7","Not Sig"
"15683","EEF2K",-0.936213449,0.085635354,0.085635354,-0.936213449,"EEF2K","Not Sig"
"15684","NCOA5",0.646180415,0.085671777,0.085671777,0.646180415,"NCOA5","Not Sig"
"15685","SNORD4A",-1.291214067,0.08573744,0.08573744,-1.291214067,"SNORD4A","Not Sig"
"15686","ATG13",0.243166744,0.085812382,0.085812382,0.243166744,"ATG13","Not Sig"
"15687","LOC101929550",-2.024079247,0.085828098,0.085828098,-2.024079247,"LOC101929550","Not Sig"
"15688","PELO",-0.250890731,0.085848561,0.085848561,-0.250890731,"PELO","Not Sig"
"15689","HNRNPA0",0.561327129,0.08605857,0.08605857,0.561327129,"HNRNPA0","Not Sig"
"15690","JMY",-0.382014325,0.086121404,0.086121404,-0.382014325,"JMY","Not Sig"
"15691","LOC554206",0.883861542,0.08616913,0.08616913,0.883861542,"LOC554206","Not Sig"
"15692","MANSC1_1",-2.230217116,0.086202088,0.086202088,-2.230217116,"MANSC1_1","Not Sig"
"15693","BRD2_1",1.233909608,0.086212205,0.086212205,1.233909608,"BRD2_1","Not Sig"
"15694","SLFN11",-1.802682966,0.086324626,0.086324626,-1.802682966,"SLFN11","Not Sig"
"15695","LIPT2",0.367809989,0.086327071,0.086327071,0.367809989,"LIPT2","Not Sig"
"15696","ZFC3H1",-0.456193143,0.086445655,0.086445655,-0.456193143,"ZFC3H1","Not Sig"
"15697","NLGN4X",-0.431001333,0.086459891,0.086459891,-0.431001333,"NLGN4X","Not Sig"
"15698","FOXP3",0.92379876,0.086484844,0.086484844,0.92379876,"FOXP3","Not Sig"
"15699","SNORD116-1",-1.555915932,0.086577113,0.086577113,-1.555915932,"SNORD116-1","Not Sig"
"15700","AP1G2",-0.64806732,0.086623247,0.086623247,-0.64806732,"AP1G2","Not Sig"
"15701","TFIP11",0.265746641,0.08668754,0.08668754,0.265746641,"TFIP11","Not Sig"
"15702","NUAK1",-0.398143549,0.086705021,0.086705021,-0.398143549,"NUAK1","Not Sig"
"15703","DGKK",0.62516018,0.086745645,0.086745645,0.62516018,"DGKK","Not Sig"
"15704","LINC00877",0.976772703,0.086801561,0.086801561,0.976772703,"LINC00877","Not Sig"
"15705","HOXD8",2.289840183,0.08689789,0.08689789,2.289840183,"HOXD8","Not Sig"
"15706","PLIN5",-1.191456161,0.086937047,0.086937047,-1.191456161,"PLIN5","Not Sig"
"15707","GATC",0.356520108,0.086937047,0.086937047,0.356520108,"GATC","Not Sig"
"15708","ARF4-AS1",1.262909402,0.087012451,0.087012451,1.262909402,"ARF4-AS1","Not Sig"
"15709","DHX34",-0.44201935,0.087033475,0.087033475,-0.44201935,"DHX34","Not Sig"
"15710","B2M_1",-2.529244515,0.087042308,0.087042308,-2.529244515,"B2M_1","Not Sig"
"15711","POP7",-0.673491876,0.087065479,0.087065479,-0.673491876,"POP7","Not Sig"
"15712","ZNF542P",-1.352274018,0.087074179,0.087074179,-1.352274018,"ZNF542P","Not Sig"
"15713","SERF1A_2",1.895402383,0.087079094,0.087079094,1.895402383,"SERF1A_2","Not Sig"
"15714","PNOC",2.261217346,0.087119215,0.087119215,2.261217346,"PNOC","Not Sig"
"15715","LOC107985078",-2.880108345,0.087157936,0.087157936,-2.880108345,"LOC107985078","Not Sig"
"15716","SCARNA8",-2.075351804,0.087199087,0.087199087,-2.075351804,"SCARNA8","Not Sig"
"15717","LOC105373976",1.283574261,0.087268366,0.087268366,1.283574261,"LOC105373976","Not Sig"
"15718","LOC105379314",-2.683449398,0.087287804,0.087287804,-2.683449398,"LOC105379314","Not Sig"
"15719","KRT24",1.824295653,0.087320717,0.087320717,1.824295653,"KRT24","Not Sig"
"15720","ACVRL1",1.86680216,0.087380214,0.087380214,1.86680216,"ACVRL1","Not Sig"
"15721","LOC101927268",1.444557091,0.087404764,0.087404764,1.444557091,"LOC101927268","Not Sig"
"15722","CTBP2",-0.207360228,0.087552307,0.087552307,-0.207360228,"CTBP2","Not Sig"
"15723","DNASE1L3",1.88535705,0.087606202,0.087606202,1.88535705,"DNASE1L3","Not Sig"
"15724","LINC01805",2.434917234,0.08770689,0.08770689,2.434917234,"LINC01805","Not Sig"
"15725","PRSS33",-2.745242988,0.087747933,0.087747933,-2.745242988,"PRSS33","Not Sig"
"15726","LINC00595",2.334922205,0.087802362,0.087802362,2.334922205,"LINC00595","Not Sig"
"15727","LOC105372180",1.664464568,0.087850254,0.087850254,1.664464568,"LOC105372180","Not Sig"
"15728","AKAP17A_1",-1.80922908,0.08793471,0.08793471,-1.80922908,"AKAP17A_1","Not Sig"
"15729","TMEM269",0.909159612,0.087984054,0.087984054,0.909159612,"TMEM269","Not Sig"
"15730","SNORA11F",-1.895220718,0.088036724,0.088036724,-1.895220718,"SNORA11F","Not Sig"
"15731","ARHGAP11B",-2.853665768,0.088080905,0.088080905,-2.853665768,"ARHGAP11B","Not Sig"
"15732","LOC107984568",-1.562491114,0.088106451,0.088106451,-1.562491114,"LOC107984568","Not Sig"
"15733","TMEM26-AS1",-2.859927602,0.088253231,0.088253231,-2.859927602,"TMEM26-AS1","Not Sig"
"15734","LOC107985847",-2.407517222,0.088271122,0.088271122,-2.407517222,"LOC107985847","Not Sig"
"15735","NKX3-2",-2.785443721,0.088281636,0.088281636,-2.785443721,"NKX3-2","Not Sig"
"15736","SNX2",-0.272938876,0.08829765,0.08829765,-0.272938876,"SNX2","Not Sig"
"15737","LOC105373247",-1.618585904,0.088306128,0.088306128,-1.618585904,"LOC105373247","Not Sig"
"15738","GPATCH2L",0.515781664,0.088306128,0.088306128,0.515781664,"GPATCH2L","Not Sig"
"15739","SNORD116-23",-2.677181357,0.088384763,0.088384763,-2.677181357,"SNORD116-23","Not Sig"
"15740","LOC107984391",-2.874215448,0.08839059,0.08839059,-2.874215448,"LOC107984391","Not Sig"
"15741","LOC107984270",-2.673957037,0.088433989,0.088433989,-2.673957037,"LOC107984270","Not Sig"
"15742","TPRN",-0.580064406,0.088433989,0.088433989,-0.580064406,"TPRN","Not Sig"
"15743","MAPK7",0.310612826,0.088452777,0.088452777,0.310612826,"MAPK7","Not Sig"
"15744","GOLGA6L9_1",0.677958364,0.088452777,0.088452777,0.677958364,"GOLGA6L9_1","Not Sig"
"15745","C5AR2",-2.778760788,0.088505927,0.088505927,-2.778760788,"C5AR2","Not Sig"
"15746","LOC100286986",-2.315426312,0.088519927,0.088519927,-2.315426312,"LOC100286986","Not Sig"
"15747","LINC02248",-2.520209106,0.088544173,0.088544173,-2.520209106,"LINC02248","Not Sig"
"15748","LOC107985154",-1.628249187,0.08855733,0.08855733,-1.628249187,"LOC107985154","Not Sig"
"15749","LOC105372539",-1.745629385,0.088562058,0.088562058,-1.745629385,"LOC105372539","Not Sig"
"15750","LOC107985687",-2.181492003,0.088592191,0.088592191,-2.181492003,"LOC107985687","Not Sig"
"15751","KCTD21-AS1",-1.369736251,0.088600039,0.088600039,-1.369736251,"KCTD21-AS1","Not Sig"
"15752","CARD14",1.030066594,0.088625342,0.088625342,1.030066594,"CARD14","Not Sig"
"15753","GATA2",-1.417778856,0.088626705,0.088626705,-1.417778856,"GATA2","Not Sig"
"15754","TNRC6C",0.594715472,0.088646416,0.088646416,0.594715472,"TNRC6C","Not Sig"
"15755","UBA5",0.153464468,0.088666048,0.088666048,0.153464468,"UBA5","Not Sig"
"15756","YTHDF3-DT",1.424564351,0.08874827,0.08874827,1.424564351,"YTHDF3-DT","Not Sig"
"15757","PTPN23",0.365556183,0.088817047,0.088817047,0.365556183,"PTPN23","Not Sig"
"15758","SLC25A26",1.807882109,0.088950688,0.088950688,1.807882109,"SLC25A26","Not Sig"
"15759","CETN3",-0.335511248,0.088962653,0.088962653,-0.335511248,"CETN3","Not Sig"
"15760","AVP",-2.363927749,0.088965729,0.088965729,-2.363927749,"AVP","Not Sig"
"15761","LSM3",-0.561557524,0.089208899,0.089208899,-0.561557524,"LSM3","Not Sig"
"15762","LOC112268278",1.776036222,0.089227956,0.089227956,1.776036222,"LOC112268278","Not Sig"
"15763","SLC2A9-AS1",-2.801702694,0.089272399,0.089272399,-2.801702694,"SLC2A9-AS1","Not Sig"
"15764","TCERG1L-AS1",-2.801702694,0.089272399,0.089272399,-2.801702694,"TCERG1L-AS1","Not Sig"
"15765","PDC",2.30828821,0.089418061,0.089418061,2.30828821,"PDC","Not Sig"
"15766","SIGLEC15",-2.761367056,0.08943609,0.08943609,-2.761367056,"SIGLEC15","Not Sig"
"15767","MED29",0.324563866,0.089538871,0.089538871,0.324563866,"MED29","Not Sig"
"15768","TTC9-DT",1.27678216,0.089550972,0.089550972,1.27678216,"TTC9-DT","Not Sig"
"15769","KIAA1614",-0.623566142,0.089594616,0.089594616,-0.623566142,"KIAA1614","Not Sig"
"15770","PURA",0.427030433,0.089619256,0.089619256,0.427030433,"PURA","Not Sig"
"15771","ZFHX3",-0.744188361,0.089627339,0.089627339,-0.744188361,"ZFHX3","Not Sig"
"15772","C8orf82",0.470654541,0.08974299,0.08974299,0.470654541,"C8orf82","Not Sig"
"15773","FAM85A_1",1.374724469,0.089796018,0.089796018,1.374724469,"FAM85A_1","Not Sig"
"15774","LOC103021295",-1.33196754,0.089804381,0.089804381,-1.33196754,"LOC103021295","Not Sig"
"15775","SNX16",-0.361653571,0.089823405,0.089823405,-0.361653571,"SNX16","Not Sig"
"15776","ACTG1P17",-1.428805088,0.089828678,0.089828678,-1.428805088,"ACTG1P17","Not Sig"
"15777","GCSIR",1.769222977,0.089960224,0.089960224,1.769222977,"GCSIR","Not Sig"
"15778","LMLN",0.501710831,0.089967986,0.089967986,0.501710831,"LMLN","Not Sig"
"15779","LOC107984220",1.46664665,0.09000189,0.09000189,1.46664665,"LOC107984220","Not Sig"
"15780","MRPL50",-0.301190078,0.090194183,0.090194183,-0.301190078,"MRPL50","Not Sig"
"15781","NCKAP5-AS1",-2.833233515,0.090227604,0.090227604,-2.833233515,"NCKAP5-AS1","Not Sig"
"15782","LINC01237",1.797097125,0.090229678,0.090229678,1.797097125,"LINC01237","Not Sig"
"15783","AP2M1",0.226270724,0.090237812,0.090237812,0.226270724,"AP2M1","Not Sig"
"15784","DNAJC18_1",1.480842106,0.090278954,0.090278954,1.480842106,"DNAJC18_1","Not Sig"
"15785","FOXP1",-0.362559857,0.090330096,0.090330096,-0.362559857,"FOXP1","Not Sig"
"15786","CHRNA5",-0.560223524,0.090346552,0.090346552,-0.560223524,"CHRNA5","Not Sig"
"15787","CNTN4-AS2",2.227005519,0.09035879,0.09035879,2.227005519,"CNTN4-AS2","Not Sig"
"15788","KIAA1671",-0.610432548,0.090428955,0.090428955,-0.610432548,"KIAA1671","Not Sig"
"15789","VIPAS39",0.348940576,0.090501216,0.090501216,0.348940576,"VIPAS39","Not Sig"
"15790","LOC441728",-2.831913476,0.090747742,0.090747742,-2.831913476,"LOC441728","Not Sig"
"15791","PCDHB2",0.605790324,0.090747742,0.090747742,0.605790324,"PCDHB2","Not Sig"
"15792","LOC107986829",2.034604884,0.090922374,0.090922374,2.034604884,"LOC107986829","Not Sig"
"15793","LOC107986023",-2.135235054,0.090993815,0.090993815,-2.135235054,"LOC107986023","Not Sig"
"15794","RUFY1",1.402096953,0.09106073,0.09106073,1.402096953,"RUFY1","Not Sig"
"15795","POLRMT",-0.456239035,0.091126074,0.091126074,-0.456239035,"POLRMT","Not Sig"
"15796","HLA-E_2",-2.849371908,0.091134831,0.091134831,-2.849371908,"HLA-E_2","Not Sig"
"15797","ARHGAP11A_1",-2.828989092,0.091269135,0.091269135,-2.828989092,"ARHGAP11A_1","Not Sig"
"15798","MAMSTR",0.489085952,0.091402829,0.091402829,0.489085952,"MAMSTR","Not Sig"
"15799","YWHAE",-2.042323322,0.091478544,0.091478544,-2.042323322,"YWHAE","Not Sig"
"15800","LINC00305",-2.768064717,0.091500168,0.091500168,-2.768064717,"LINC00305","Not Sig"
"15801","LOC107984823",2.638870151,0.091530478,0.091530478,2.638870151,"LOC107984823","Not Sig"
"15802","SORD2P_1",-2.311710671,0.091539566,0.091539566,-2.311710671,"SORD2P_1","Not Sig"
"15803","RNF7",0.29465408,0.091547402,0.091547402,0.29465408,"RNF7","Not Sig"
"15804","LOC107986859",-0.649559799,0.091570202,0.091570202,-0.649559799,"LOC107986859","Not Sig"
"15805","LPAR1",0.477622642,0.091695498,0.091695498,0.477622642,"LPAR1","Not Sig"
"15806","LRP8",-0.27351984,0.091752083,0.091752083,-0.27351984,"LRP8","Not Sig"
"15807","OSGEP",0.43768697,0.091935739,0.091935739,0.43768697,"OSGEP","Not Sig"
"15808","LINC02739",1.835465368,0.091935739,0.091935739,1.835465368,"LINC02739","Not Sig"
"15809","LOC101928380",2.514325774,0.092014149,0.092014149,2.514325774,"LOC101928380","Not Sig"
"15810","LOC105374798",-2.782166943,0.092075373,0.092075373,-2.782166943,"LOC105374798","Not Sig"
"15811","KDM4A-AS1",-0.802898252,0.0920955,0.0920955,-0.802898252,"KDM4A-AS1","Not Sig"
"15812","CFAP97D1",1.902322322,0.0920955,0.0920955,1.902322322,"CFAP97D1","Not Sig"
"15813","LOC107985295",2.248439749,0.09210476,0.09210476,2.248439749,"LOC107985295","Not Sig"
"15814","POLDIP2",-0.323299969,0.092141358,0.092141358,-0.323299969,"POLDIP2","Not Sig"
"15815","LIX1L-AS1",1.778280805,0.092168317,0.092168317,1.778280805,"LIX1L-AS1","Not Sig"
"15816","LHX8",-2.645279223,0.092247189,0.092247189,-2.645279223,"LHX8","Not Sig"
"15817","NKX2-6",-2.645279223,0.092247189,0.092247189,-2.645279223,"NKX2-6","Not Sig"
"15818","TLE4",0.481698157,0.092257495,0.092257495,0.481698157,"TLE4","Not Sig"
"15819","ZNF443",-0.35235346,0.092273401,0.092273401,-0.35235346,"ZNF443","Not Sig"
"15820","C14orf28",-0.372831637,0.092291837,0.092291837,-0.372831637,"C14orf28","Not Sig"
"15821","ZNF320",-0.212333407,0.092317067,0.092317067,-0.212333407,"ZNF320","Not Sig"
"15822","ATG9B",-0.454262851,0.092380014,0.092380014,-0.454262851,"ATG9B","Not Sig"
"15823","LINC00486",-2.220029465,0.092389589,0.092389589,-2.220029465,"LINC00486","Not Sig"
"15824","LOC105374340",1.585558647,0.092389589,0.092389589,1.585558647,"LOC105374340","Not Sig"
"15825","SMIM21",1.922077808,0.092469001,0.092469001,1.922077808,"SMIM21","Not Sig"
"15826","CENPB",0.683793616,0.092510256,0.092510256,0.683793616,"CENPB","Not Sig"
"15827","ZNF726",1.671301463,0.092517147,0.092517147,1.671301463,"ZNF726","Not Sig"
"15828","LOC101929386",-2.624947204,0.092557878,0.092557878,-2.624947204,"LOC101929386","Not Sig"
"15829","CNTN3",1.288454913,0.092788058,0.092788058,1.288454913,"CNTN3","Not Sig"
"15830","LOC105371925",-1.079433659,0.092944218,0.092944218,-1.079433659,"LOC105371925","Not Sig"
"15831","STPG3-AS1",-2.729576188,0.092947708,0.092947708,-2.729576188,"STPG3-AS1","Not Sig"
