"","Gene","log2FC","p.value","fdr","logfc","labels","sig"
"24199","GAPDH",0.015858783,0.900242315,0.900242315,0.015858783,"GAPDH","Not Sig"
"24200","CFAP157",0.084402354,0.900242315,0.900242315,0.084402354,"CFAP157","Not Sig"
"24201","LINC01249",0.218131449,0.900242315,0.900242315,0.218131449,"LINC01249","Not Sig"
"24202","FNBP4_1",0.26647908,0.900242315,0.900242315,0.26647908,"FNBP4_1","Not Sig"
"24203","DOLPP1",0.035316348,0.900657993,0.900657993,0.035316348,"DOLPP1","Not Sig"
"24204","BRPF1",0.038205824,0.900657993,0.900657993,0.038205824,"BRPF1","Not Sig"
"24205","APCDD1L-DT",0.199817961,0.900657993,0.900657993,0.199817961,"APCDD1L-DT","Not Sig"
"24206","LOC107984398",0.12138338,0.90092454,0.90092454,0.12138338,"LOC107984398","Not Sig"
"24207","LOC107986451",0.156926401,0.901172222,0.901172222,0.156926401,"LOC107986451","Not Sig"
"24208","NUP50",-0.028996021,0.901207129,0.901207129,-0.028996021,"NUP50","Not Sig"
"24209","LOC105371880",-0.29228979,0.90122911,0.90122911,-0.29228979,"LOC105371880","Not Sig"
"24210","LOC102724749",-0.269445472,0.90122911,0.90122911,-0.269445472,"LOC102724749","Not Sig"
"24211","ARHGEF28",0.157046926,0.90122911,0.90122911,0.157046926,"ARHGEF28","Not Sig"
"24212","HULC",-0.172908466,0.901244913,0.901244913,-0.172908466,"HULC","Not Sig"
"24213","SLC12A9",-0.047030342,0.901290846,0.901290846,-0.047030342,"SLC12A9","Not Sig"
"24214","CSNK1A1",-0.020492486,0.901290846,0.901290846,-0.020492486,"CSNK1A1","Not Sig"
"24215","DPEP3",0.284882171,0.901396421,0.901396421,0.284882171,"DPEP3","Not Sig"
"24216","CSKMT",-0.042530365,0.901423611,0.901423611,-0.042530365,"CSKMT","Not Sig"
"24217","ACACA",0.178790072,0.901467261,0.901467261,0.178790072,"ACACA","Not Sig"
"24218","LOC105374362",0.270318472,0.901616848,0.901616848,0.270318472,"LOC105374362","Not Sig"
"24219","MIR6878",0.251452354,0.901726042,0.901726042,0.251452354,"MIR6878","Not Sig"
"24220","SLC5A12",-0.074424706,0.901804375,0.901804375,-0.074424706,"SLC5A12","Not Sig"
"24221","ARL14EP",0.03002242,0.901804375,0.901804375,0.03002242,"ARL14EP","Not Sig"
"24222","LOC105378714",0.239934044,0.901804375,0.901804375,0.239934044,"LOC105378714","Not Sig"
"24223","C22orf31",-0.288755983,0.902039849,0.902039849,-0.288755983,"C22orf31","Not Sig"
"24224","RSRP1",0.081947846,0.902043783,0.902043783,0.081947846,"RSRP1","Not Sig"
"24225","CFD_1",0.282557071,0.902043783,0.902043783,0.282557071,"CFD_1","Not Sig"
"24226","MTERF2",0.03296084,0.902118218,0.902118218,0.03296084,"MTERF2","Not Sig"
"24227","LOC107986859",0.071834029,0.90211888,0.90211888,0.071834029,"LOC107986859","Not Sig"
"24228","LOC112268043",-0.113232083,0.902143426,0.902143426,-0.113232083,"LOC112268043","Not Sig"
"24229","EFCAB8",-0.082140773,0.902143426,0.902143426,-0.082140773,"EFCAB8","Not Sig"
"24230","ZNF615",0.048171473,0.902143426,0.902143426,0.048171473,"ZNF615","Not Sig"
"24231","ASPHD2",-0.032549201,0.902239668,0.902239668,-0.032549201,"ASPHD2","Not Sig"
"24232","PLA2G5",0.273677421,0.902303434,0.902303434,0.273677421,"PLA2G5","Not Sig"
"24233","PIWIL2-DT",-0.063120101,0.902336327,0.902336327,-0.063120101,"PIWIL2-DT","Not Sig"
"24234","C9orf72",-0.036603798,0.902336327,0.902336327,-0.036603798,"C9orf72","Not Sig"
"24235","GCM1",-0.183574212,0.902407697,0.902407697,-0.183574212,"GCM1","Not Sig"
"24236","LOC107986513",-0.222723339,0.902502534,0.902502534,-0.222723339,"LOC107986513","Not Sig"
"24237","TRIM39_4",0.155698259,0.902549046,0.902549046,0.155698259,"TRIM39_4","Not Sig"
"24238","MDH1",-0.025887397,0.902654662,0.902654662,-0.025887397,"MDH1","Not Sig"
"24239","SLX1B",-0.288292148,0.90274701,0.90274701,-0.288292148,"SLX1B","Not Sig"
"24240","NET1",-0.03403986,0.902839652,0.902839652,-0.03403986,"NET1","Not Sig"
"24241","LOC105377003",0.151001123,0.902953488,0.902953488,0.151001123,"LOC105377003","Not Sig"
"24242","LOC101927420",0.063480984,0.903021104,0.903021104,0.063480984,"LOC101927420","Not Sig"
"24243","RGS9BP",0.196946877,0.903021104,0.903021104,0.196946877,"RGS9BP","Not Sig"
"24244","ZNF823",0.027706284,0.903121617,0.903121617,0.027706284,"ZNF823","Not Sig"
"24245","LOC105370182",-0.273856461,0.903226062,0.903226062,-0.273856461,"LOC105370182","Not Sig"
"24246","LOC285847",0.14604205,0.903226062,0.903226062,0.14604205,"LOC285847","Not Sig"
"24247","CRK_1",-0.196447894,0.903506444,0.903506444,-0.196447894,"CRK_1","Not Sig"
"24248","ACOT6",-0.182509825,0.903583541,0.903583541,-0.182509825,"ACOT6","Not Sig"
"24249","CLPP",-0.041499618,0.903583541,0.903583541,-0.041499618,"CLPP","Not Sig"
"24250","LOC107986306",-0.277891755,0.90392948,0.90392948,-0.277891755,"LOC107986306","Not Sig"
"24251","NCMAP",-0.255225723,0.90392948,0.90392948,-0.255225723,"NCMAP","Not Sig"
"24252","LOC105372989",-0.171005414,0.90392948,0.90392948,-0.171005414,"LOC105372989","Not Sig"
"24253","DRD1",-0.159908346,0.90392948,0.90392948,-0.159908346,"DRD1","Not Sig"
"24254","MICALL1",0.04199474,0.90392948,0.90392948,0.04199474,"MICALL1","Not Sig"
"24255","TAF13",0.103701846,0.90392948,0.90392948,0.103701846,"TAF13","Not Sig"
"24256","OR7E12P",0.191557056,0.90392948,0.90392948,0.191557056,"OR7E12P","Not Sig"
"24257","MAGEA10",0.265489094,0.90392948,0.90392948,0.265489094,"MAGEA10","Not Sig"
"24258","LPAR2",-0.055640381,0.904037507,0.904037507,-0.055640381,"LPAR2","Not Sig"
"24259","HSD3B7",-0.059342927,0.904220101,0.904220101,-0.059342927,"HSD3B7","Not Sig"
"24260","STX16-NPEPL1",0.139003201,0.904378529,0.904378529,0.139003201,"STX16-NPEPL1","Not Sig"
"24261","LOC107985057",-0.136464783,0.904629955,0.904629955,-0.136464783,"LOC107985057","Not Sig"
"24262","LOC105378861",0.25079373,0.904629955,0.904629955,0.25079373,"LOC105378861","Not Sig"
"24263","AZGP1",-0.275626098,0.904670947,0.904670947,-0.275626098,"AZGP1","Not Sig"
"24264","MTERF1",-0.026415914,0.904673306,0.904673306,-0.026415914,"MTERF1","Not Sig"
"24265","LOC107987137",0.255233982,0.904789029,0.904789029,0.255233982,"LOC107987137","Not Sig"
"24266","GK3P",0.204604088,0.904879379,0.904879379,0.204604088,"GK3P","Not Sig"
"24267","LOC105370129",0.260567341,0.904955138,0.904955138,0.260567341,"LOC105370129","Not Sig"
"24268","ZNF45-AS1",0.0690099,0.905016705,0.905016705,0.0690099,"ZNF45-AS1","Not Sig"
"24269","LOC105376442",0.211358378,0.905168305,0.905168305,0.211358378,"LOC105376442","Not Sig"
"24270","LMNTD2-AS1_1",0.242266851,0.905204193,0.905204193,0.242266851,"LMNTD2-AS1_1","Not Sig"
"24271","MIR4469",0.242342183,0.905204193,0.905204193,0.242342183,"MIR4469","Not Sig"
"24272","LOC101927898",-0.169790903,0.905276044,0.905276044,-0.169790903,"LOC101927898","Not Sig"
"24273","GAS7",-0.049165679,0.905344297,0.905344297,-0.049165679,"GAS7","Not Sig"
"24274","LOC105374186",-0.266550187,0.905496994,0.905496994,-0.266550187,"LOC105374186","Not Sig"
"24275","PCDHA13",-0.119603258,0.905551692,0.905551692,-0.119603258,"PCDHA13","Not Sig"
"24276","LOC107985393",-0.109601069,0.9055737,0.9055737,-0.109601069,"LOC107985393","Not Sig"
"24277","VAMP1",-0.036610079,0.9055737,0.9055737,-0.036610079,"VAMP1","Not Sig"
"24278","UBXN2A",0.020875304,0.905754775,0.905754775,0.020875304,"UBXN2A","Not Sig"
"24279","PIWIL2",-0.10999733,0.905945894,0.905945894,-0.10999733,"PIWIL2","Not Sig"
"24280","RCOR2",0.056183872,0.905945894,0.905945894,0.056183872,"RCOR2","Not Sig"
"24281","SPTBN5",-0.123805828,0.906010406,0.906010406,-0.123805828,"SPTBN5","Not Sig"
"24282","LOC101927019",-0.088282834,0.906204689,0.906204689,-0.088282834,"LOC101927019","Not Sig"
"24283","LOC107986298",-0.147126141,0.906230672,0.906230672,-0.147126141,"LOC107986298","Not Sig"
"24284","LOC101927947_1",-0.276172635,0.9062639,0.9062639,-0.276172635,"LOC101927947_1","Not Sig"
"24285","MTVR2",0.277802407,0.906353815,0.906353815,0.277802407,"MTVR2","Not Sig"
"24286","GPR55",-0.215328065,0.906467975,0.906467975,-0.215328065,"GPR55","Not Sig"
"24287","MIR6165",0.167891325,0.906542416,0.906542416,0.167891325,"MIR6165","Not Sig"
"24288","LOC105374953",0.25462259,0.906814415,0.906814415,0.25462259,"LOC105374953","Not Sig"
"24289","GPC6-AS2",0.246372578,0.906883749,0.906883749,0.246372578,"GPC6-AS2","Not Sig"
"24290","LOC105370052",-0.273950614,0.907037699,0.907037699,-0.273950614,"LOC105370052","Not Sig"
"24291","ZNF765",-0.029065327,0.907123415,0.907123415,-0.029065327,"ZNF765","Not Sig"
"24292","COX7A2L",-0.039188572,0.907263425,0.907263425,-0.039188572,"COX7A2L","Not Sig"
"24293","LOC107985364",-0.272026413,0.907320012,0.907320012,-0.272026413,"LOC107985364","Not Sig"
"24294","ZBTB3",0.038349571,0.90749503,0.90749503,0.038349571,"ZBTB3","Not Sig"
"24295","TMEM141",0.053373153,0.907496154,0.907496154,0.053373153,"TMEM141","Not Sig"
"24296","LOC107985785",0.25522576,0.907496154,0.907496154,0.25522576,"LOC107985785","Not Sig"
"24297","TRNL2",-0.091875314,0.907774693,0.907774693,-0.091875314,"TRNL2","Not Sig"
"24298","SMAD3",-0.044055411,0.907774693,0.907774693,-0.044055411,"SMAD3","Not Sig"
"24299","LOC112268081",0.256436838,0.907774693,0.907774693,0.256436838,"LOC112268081","Not Sig"
"24300","LOC105372095",0.256617145,0.907808138,0.907808138,0.256617145,"LOC105372095","Not Sig"
"24301","UBE2Q2P2",0.082670014,0.907814731,0.907814731,0.082670014,"UBE2Q2P2","Not Sig"
"24302","PATL2",-0.229516802,0.908060766,0.908060766,-0.229516802,"PATL2","Not Sig"
"24303","LOC105372098",-0.119812515,0.908060766,0.908060766,-0.119812515,"LOC105372098","Not Sig"
"24304","LOC105375689",0.252536508,0.908248478,0.908248478,0.252536508,"LOC105375689","Not Sig"
"24305","TMEM186",-0.033830623,0.908310918,0.908310918,-0.033830623,"TMEM186","Not Sig"
"24306","SNORD3A",-0.104825639,0.908394159,0.908394159,-0.104825639,"SNORD3A","Not Sig"
"24307","DDAH2_5",-0.269863547,0.908534208,0.908534208,-0.269863547,"DDAH2_5","Not Sig"
"24308","APOD",-0.202946764,0.908534208,0.908534208,-0.202946764,"APOD","Not Sig"
"24309","C1orf131",-0.031370983,0.908534208,0.908534208,-0.031370983,"C1orf131","Not Sig"
"24310","LOC101929048",0.24290939,0.908534208,0.908534208,0.24290939,"LOC101929048","Not Sig"
"24311","CTSW",-0.157591031,0.908538547,0.908538547,-0.157591031,"CTSW","Not Sig"
"24312","PCDHB11",-0.061674078,0.908538547,0.908538547,-0.061674078,"PCDHB11","Not Sig"
"24313","ALG6",-0.030744421,0.908538547,0.908538547,-0.030744421,"ALG6","Not Sig"
"24314","ZNF3",0.016176147,0.908538547,0.908538547,0.016176147,"ZNF3","Not Sig"
"24315","SERPIND1",-0.269196456,0.908804341,0.908804341,-0.269196456,"SERPIND1","Not Sig"
"24316","NPIPB6",0.079222407,0.908965183,0.908965183,0.079222407,"NPIPB6","Not Sig"
"24317","LOC105377789",0.249641706,0.908965183,0.908965183,0.249641706,"LOC105377789","Not Sig"
"24318","LPO",-0.14559712,0.909105286,0.909105286,-0.14559712,"LPO","Not Sig"
"24319","LOC107984599",0.234969938,0.909105286,0.909105286,0.234969938,"LOC107984599","Not Sig"
"24320","LOC107985873",0.133539367,0.909693256,0.909693256,0.133539367,"LOC107985873","Not Sig"
"24321","AIRN",-0.24365706,0.909914433,0.909914433,-0.24365706,"AIRN","Not Sig"
"24322","KRT86",-0.26526238,0.909923015,0.909923015,-0.26526238,"KRT86","Not Sig"
"24323","TPRKB",0.034169184,0.910164545,0.910164545,0.034169184,"TPRKB","Not Sig"
"24324","LOC105371698",0.228623837,0.910209077,0.910209077,0.228623837,"LOC105371698","Not Sig"
"24325","LOC399975",0.083652736,0.910245589,0.910245589,0.083652736,"LOC399975","Not Sig"
"24326","MC4R",0.22655597,0.910363964,0.910363964,0.22655597,"MC4R","Not Sig"
"24327","IMPA1",-0.029874373,0.910458688,0.910458688,-0.029874373,"IMPA1","Not Sig"
"24328","BRPF3-AS1",0.101090494,0.910458688,0.910458688,0.101090494,"BRPF3-AS1","Not Sig"
"24329","CTSB_1",0.046841438,0.910691237,0.910691237,0.046841438,"CTSB_1","Not Sig"
"24330","LOC541473",-0.10407286,0.910770381,0.910770381,-0.10407286,"LOC541473","Not Sig"
"24331","MYO1H",-0.071459749,0.910945522,0.910945522,-0.071459749,"MYO1H","Not Sig"
"24332","ZNF8-DT",-0.030803967,0.911020165,0.911020165,-0.030803967,"ZNF8-DT","Not Sig"
"24333","FOXP1-AS1",-0.23335994,0.911171224,0.911171224,-0.23335994,"FOXP1-AS1","Not Sig"
"24334","LOC107985545",-0.233302767,0.911171224,0.911171224,-0.233302767,"LOC107985545","Not Sig"
"24335","H2AC4",-0.224359907,0.911171224,0.911171224,-0.224359907,"H2AC4","Not Sig"
"24336","LINC02608",0.17763386,0.911174673,0.911174673,0.17763386,"LINC02608","Not Sig"
"24337","HNRNPA1L2",-0.057096053,0.911282323,0.911282323,-0.057096053,"HNRNPA1L2","Not Sig"
"24338","POLI",0.039282578,0.91130799,0.91130799,0.039282578,"POLI","Not Sig"
"24339","LOC107986715",-0.140936057,0.911585749,0.911585749,-0.140936057,"LOC107986715","Not Sig"
"24340","ZNF30-AS1",0.200323724,0.911585749,0.911585749,0.200323724,"ZNF30-AS1","Not Sig"
"24341","CATSPER1",-0.260899345,0.911616058,0.911616058,-0.260899345,"CATSPER1","Not Sig"
"24342","PLA2G15",0.029541643,0.911969129,0.911969129,0.029541643,"PLA2G15","Not Sig"
"24343","WDR27",0.046113727,0.911976807,0.911976807,0.046113727,"WDR27","Not Sig"
"24344","PICK1",-0.029828163,0.912197359,0.912197359,-0.029828163,"PICK1","Not Sig"
"24345","FNTA",0.02015999,0.912364179,0.912364179,0.02015999,"FNTA","Not Sig"
"24346","LOC105369177",0.236127018,0.912607331,0.912607331,0.236127018,"LOC105369177","Not Sig"
"24347","LOC101927897",-0.045519032,0.912619021,0.912619021,-0.045519032,"LOC101927897","Not Sig"
"24348","B4GALT3",0.023881544,0.912619021,0.912619021,0.023881544,"B4GALT3","Not Sig"
"24349","TDRD3",-0.031701624,0.912800152,0.912800152,-0.031701624,"TDRD3","Not Sig"
"24350","LOC105376232",0.242803484,0.912810634,0.912810634,0.242803484,"LOC105376232","Not Sig"
"24351","MUSK",-0.255953234,0.912848421,0.912848421,-0.255953234,"MUSK","Not Sig"
"24352","PPP4R3A",0.014494454,0.913066829,0.913066829,0.014494454,"PPP4R3A","Not Sig"
"24353","ZKSCAN7",-0.181803318,0.913272197,0.913272197,-0.181803318,"ZKSCAN7","Not Sig"
"24354","KLF18",-0.257384116,0.913293466,0.913293466,-0.257384116,"KLF18","Not Sig"
"24355","GLG1",0.029828384,0.913378352,0.913378352,0.029828384,"GLG1","Not Sig"
"24356","LOC105372126",-0.253514667,0.913404186,0.913404186,-0.253514667,"LOC105372126","Not Sig"
"24357","LOC105375153",-0.143149088,0.913768446,0.913768446,-0.143149088,"LOC105375153","Not Sig"
"24358","HOXB3",0.225821502,0.913819509,0.913819509,0.225821502,"HOXB3","Not Sig"
"24359","NPEPPSP1",-0.140274467,0.913856639,0.913856639,-0.140274467,"NPEPPSP1","Not Sig"
"24360","PFKP-DT",-0.081577087,0.913899141,0.913899141,-0.081577087,"PFKP-DT","Not Sig"
"24361","HACE1",-0.030156832,0.913920648,0.913920648,-0.030156832,"HACE1","Not Sig"
"24362","ABHD3",-0.04106317,0.913948223,0.913948223,-0.04106317,"ABHD3","Not Sig"
"24363","LOC105370204",0.220355124,0.914044556,0.914044556,0.220355124,"LOC105370204","Not Sig"
"24364","ZNF506",0.124109728,0.914125299,0.914125299,0.124109728,"ZNF506","Not Sig"
"24365","TFIP11-DT",-0.041362089,0.914154931,0.914154931,-0.041362089,"TFIP11-DT","Not Sig"
"24366","UBP1",-0.018110891,0.914317455,0.914317455,-0.018110891,"UBP1","Not Sig"
"24367","ABCF1_4",-0.17414347,0.914548186,0.914548186,-0.17414347,"ABCF1_4","Not Sig"
"24368","RP1L1",-0.153386648,0.914853027,0.914853027,-0.153386648,"RP1L1","Not Sig"
"24369","DNAJB5",0.041123283,0.914908307,0.914908307,0.041123283,"DNAJB5","Not Sig"
"24370","FASTKD2",0.019825776,0.915147233,0.915147233,0.019825776,"FASTKD2","Not Sig"
"24371","LOC105374853",-0.250409353,0.915239143,0.915239143,-0.250409353,"LOC105374853","Not Sig"
"24372","LOC102724715",0.226922649,0.915239143,0.915239143,0.226922649,"LOC102724715","Not Sig"
"24373","FOXP3",-0.069142742,0.915323674,0.915323674,-0.069142742,"FOXP3","Not Sig"
"24374","ZIK1",0.031307001,0.915370929,0.915370929,0.031307001,"ZIK1","Not Sig"
"24375","IRF2BP1",0.04959188,0.915370929,0.915370929,0.04959188,"IRF2BP1","Not Sig"
"24376","LINC01393",-0.233661973,0.915451739,0.915451739,-0.233661973,"LINC01393","Not Sig"
"24377","LOC105374808",-0.132477582,0.915520264,0.915520264,-0.132477582,"LOC105374808","Not Sig"
"24378","RIOX1",-0.041132983,0.915520264,0.915520264,-0.041132983,"RIOX1","Not Sig"
"24379","TEX101",0.254860104,0.915544323,0.915544323,0.254860104,"TEX101","Not Sig"
"24380","LOC107986088",-0.257327795,0.915904585,0.915904585,-0.257327795,"LOC107986088","Not Sig"
"24381","NTSR2",0.257177228,0.915911192,0.915911192,0.257177228,"NTSR2","Not Sig"
"24382","WDR83",0.0240375,0.916141128,0.916141128,0.0240375,"WDR83","Not Sig"
"24383","C6orf136_5",-0.220441687,0.916169118,0.916169118,-0.220441687,"C6orf136_5","Not Sig"
"24384","LCORL",-0.041891853,0.916435629,0.916435629,-0.041891853,"LCORL","Not Sig"
"24385","AFDN",0.014480026,0.916542683,0.916542683,0.014480026,"AFDN","Not Sig"
"24386","LINC01909",0.188137584,0.916542683,0.916542683,0.188137584,"LINC01909","Not Sig"
"24387","LOC107985888",-0.229085018,0.916712786,0.916712786,-0.229085018,"LOC107985888","Not Sig"
"24388","LOC105375844",0.226733398,0.916712786,0.916712786,0.226733398,"LOC105375844","Not Sig"
"24389","CHMP4A_1",0.235405486,0.916712786,0.916712786,0.235405486,"CHMP4A_1","Not Sig"
"24390","APOBEC3D",-0.126219027,0.916794986,0.916794986,-0.126219027,"APOBEC3D","Not Sig"
"24391","LOC112267993",-0.254080296,0.916819504,0.916819504,-0.254080296,"LOC112267993","Not Sig"
"24392","TRA-TGC4-1",0.170221834,0.916874643,0.916874643,0.170221834,"TRA-TGC4-1","Not Sig"
"24393","SYNGAP1_1",0.086722276,0.916994847,0.916994847,0.086722276,"SYNGAP1_1","Not Sig"
"24394","LOC105370573",-0.080161906,0.917120888,0.917120888,-0.080161906,"LOC105370573","Not Sig"
"24395","EIF2AK1",-0.012091999,0.91719328,0.91719328,-0.012091999,"EIF2AK1","Not Sig"
"24396","GRK1_2",0.25341181,0.917235231,0.917235231,0.25341181,"GRK1_2","Not Sig"
"24397","LOC110091776",0.083248553,0.917438053,0.917438053,0.083248553,"LOC110091776","Not Sig"
"24398","TMCO5A",-0.2114699,0.917538695,0.917538695,-0.2114699,"TMCO5A","Not Sig"
"24399","C14orf93",0.029010164,0.91754292,0.91754292,0.029010164,"C14orf93","Not Sig"
"24400","LOC101927405",0.229196757,0.917624765,0.917624765,0.229196757,"LOC101927405","Not Sig"
"24401","LOC105377492",-0.232125894,0.917703121,0.917703121,-0.232125894,"LOC105377492","Not Sig"
"24402","ARHGAP27_1",-0.12393666,0.91799706,0.91799706,-0.12393666,"ARHGAP27_1","Not Sig"
"24403","LOC105375081",-0.240065427,0.918039871,0.918039871,-0.240065427,"LOC105375081","Not Sig"
"24404","LINC01470",-0.222679016,0.918039871,0.918039871,-0.222679016,"LINC01470","Not Sig"
"24405","FAM86C2P",0.034666111,0.918177408,0.918177408,0.034666111,"FAM86C2P","Not Sig"
"24406","LOC107987151",0.223421125,0.918219849,0.918219849,0.223421125,"LOC107987151","Not Sig"
"24407","FAM3A",0.024475297,0.91829866,0.91829866,0.024475297,"FAM3A","Not Sig"
"24408","C15orf62",0.070855558,0.91829866,0.91829866,0.070855558,"C15orf62","Not Sig"
"24409","LINC00266-1",-0.209962806,0.918357092,0.918357092,-0.209962806,"LINC00266-1","Not Sig"
"24410","PRR5",0.042080854,0.918433687,0.918433687,0.042080854,"PRR5","Not Sig"
"24411","FBXL3",-0.044378155,0.918469438,0.918469438,-0.044378155,"FBXL3","Not Sig"
"24412","INTS5",-0.02789251,0.918541378,0.918541378,-0.02789251,"INTS5","Not Sig"
"24413","SLC12A2",0.036913835,0.918541378,0.918541378,0.036913835,"SLC12A2","Not Sig"
"24414","LOC440700",0.24010516,0.918583333,0.918583333,0.24010516,"LOC440700","Not Sig"
"24415","LOC105375798",0.136552371,0.918624582,0.918624582,0.136552371,"LOC105375798","Not Sig"
"24416","GFY",0.098497219,0.9186521,0.9186521,0.098497219,"GFY","Not Sig"
"24417","C9orf116",-0.048907856,0.918715486,0.918715486,-0.048907856,"C9orf116","Not Sig"
"24418","TMEM251",-0.190565911,0.918773081,0.918773081,-0.190565911,"TMEM251","Not Sig"
"24419","LOC107984248",-0.100404125,0.918773081,0.918773081,-0.100404125,"LOC107984248","Not Sig"
"24420","MIR4256",-0.243534127,0.919040822,0.919040822,-0.243534127,"MIR4256","Not Sig"
"24421","INMT",-0.095107603,0.919040822,0.919040822,-0.095107603,"INMT","Not Sig"
"24422","LMNTD2-AS1",-0.124678412,0.919054876,0.919054876,-0.124678412,"LMNTD2-AS1","Not Sig"
"24423","KIAA0586",-0.029666115,0.919054876,0.919054876,-0.029666115,"KIAA0586","Not Sig"
"24424","CEP57",0.025328125,0.919058983,0.919058983,0.025328125,"CEP57","Not Sig"
"24425","MICOS13",0.043884811,0.919161386,0.919161386,0.043884811,"MICOS13","Not Sig"
"24426","LOC107984827",-0.235278815,0.919261422,0.919261422,-0.235278815,"LOC107984827","Not Sig"
"24427","DPY19L2P3",0.095682691,0.919261863,0.919261863,0.095682691,"DPY19L2P3","Not Sig"
"24428","ZNF711",0.042322876,0.919418092,0.919418092,0.042322876,"ZNF711","Not Sig"
"24429","GTF2IP13",-0.088278223,0.919452977,0.919452977,-0.088278223,"GTF2IP13","Not Sig"
"24430","RHOB",-0.06669868,0.919510289,0.919510289,-0.06669868,"RHOB","Not Sig"
